"","brewery_name","beer_name","all","aroma","appearance","palate","abv","taste","count"
"1554","Ängö Kvartersbryggeri","Blomqvists Ängöl (Porter)",4,4.5,4,4,5.2,4,1
"1555","Ängö Kvartersbryggeri","Diabolisk Ängöl",3.83333333333333,3.5,3.83333333333333,3.66666666666667,8,3.66666666666667,3
"1556","Ängö Kvartersbryggeri","Kalla Tiders Ängöl",4.5,4.5,4.5,4,5.8,4,1
"1557","Ängö Kvartersbryggeri","Krösabira",4,3,4.5,3.5,5.2,4,1
"1558","Ängö Kvartersbryggeri","Lata Dagars Ängöl",4,3.66666666666667,3.83333333333333,4,5.2,4,3
"1559","Ängö Kvartersbryggeri","Ljuva Livets Ängöl (ÄSB)",3.91666666666667,3.83333333333333,4.08333333333333,4.08333333333333,5.8,3.91666666666667,6
"1560","Ängö Kvartersbryggeri","Södvik Säsong",5,5,4.5,4.5,6.5,4.5,1
"1561","Angry Cedar Brewing Company","Angry Amber Ale",1.75,3,3,1.75,4.5,1.75,2
"1562","Angry Cedar Brewing Company","Chocolate Porter",3.5,3.83333333333333,4.16666666666667,2.5,4.5,3.66666666666667,3
"1563","Angry Hank's Microbrewery","Anger Management Belgian Wheat",3,3.5,3.5,3.5,4,3,1
"1564","Angry Hank's Microbrewery","Head Trauma IPA",4,3.5,3.5,3.5,6,4,1
"1565","Angry Minnow Brewpub","Belgian Pale Ale",4,4,4,3.5,6.3,4,1
"1566","Angry Minnow Brewpub","ESB",3.5,4,4.5,4,5.1,3.5,1
"1567","Angry Minnow Brewpub","Oaky's Oatmeal Stout",3.75,3.6875,4,3.1875,4.7,3.5625,8
"1568","Angry Minnow Brewpub","River Pig Pale Ale",3.73333333333333,3.6,3.53333333333333,3.63333333333333,5.4,3.43333333333333,15
"1569","Anheuser-Busch","9th Street Market Blood Orange Grapefruit",2.25,2.25,2.75,2.25,5,2.25,2
"1570","Anheuser-Busch","9th Street Market Lime & Cactus",2,3,3,2,4.7,2,1
"1571","Anheuser-Busch","9th Street Market Pomegranate Raspberry",2.16666666666667,2,2.66666666666667,1.83333333333333,5,2.5,3
"1572","Anheuser-Busch","9th Street Market Tuscan Orange  & Grapefruit",2,3.5,3,2,5,2,1
"1573","Anheuser-Busch","Anheuser World Lager",3.03053435114504,2.70992366412214,3.05725190839695,2.88549618320611,5,2.87404580152672,131
"1574","Anheuser-Busch","Ascent 54",4.21428571428571,4,4,3.85714285714286,5.5,4.07142857142857,7
"1575","Anheuser-Busch","Beach Bum Blonde Ale",3.28042328042328,2.91798941798942,3.22486772486772,3.06878306878307,5.4,3,189
"1576","Anheuser-Busch","Brew Masters Private Reserve",3.46261682242991,3.39719626168224,3.72429906542056,3.59345794392523,8.5,3.46728971962617,107
"1577","Anheuser-Busch","Brewmasters Private Reserve 2007",3.84375,3.59375,3.875,3.6875,8.5,3.828125,32
"1578","Anheuser-Busch","Bud Dry",2.85714285714286,2.16666666666667,2.20634920634921,2.50793650793651,5,2.48412698412698,63
"1579","Anheuser-Busch","Bud Extra",1.953125,1.98828125,2.12109375,2.0390625,6.6,1.96484375,128
"1580","Anheuser-Busch","Bud Ice",2.38326848249027,1.9591439688716,2.32490272373541,2.1284046692607,5.5,2.04863813229572,257
"1581","Anheuser-Busch","Bud Ice Light",2.01785714285714,1.70535714285714,1.91071428571429,1.83035714285714,4.1,1.75,56
"1582","Anheuser-Busch","Bud Light",2.42204301075269,1.74731182795699,2.01152073732719,1.94854070660522,4.2,1.82872503840246,1302
"1583","Anheuser-Busch","Bud Light Chelada",1.71052631578947,1.73684210526316,1.86842105263158,1.82456140350877,4.2,1.83333333333333,114
"1584","Anheuser-Busch","Bud Light Golden Wheat",3.19131832797428,2.82475884244373,3.18971061093248,2.82315112540193,4.1,2.80546623794212,311
"1585","Anheuser-Busch","Bud Light Lime",2.70479302832244,2.29411764705882,2.40196078431373,2.31917211328976,4.2,2.33769063180828,459
"1586","Anheuser-Busch","Bud Light Platinum",2.33333333333333,2.66666666666667,2.5,2.66666666666667,6,2.5,3
"1587","Anheuser-Busch","Budweiser",2.88399462004035,2.18964357767317,2.51647612642905,2.47310020174849,5,2.42030934767989,1487
"1588","Anheuser-Busch","Budweiser 4",1.375,1.75,2.25,1.75,4,1.375,4
"1589","Anheuser-Busch","Budweiser American Ale",3.48311218335344,3.14656212303981,3.68094089264174,3.16887816646562,5.3,3.16465621230398,829
"1590","Anheuser-Busch","Budweiser Chelada",1.93115942028985,1.94202898550725,2,1.97101449275362,5,2.00724637681159,138
"1591","Anheuser-Busch","Budweiser NA",2.25,2,3,2,0.05,1.75,2
"1592","Anheuser-Busch","Budweiser Select",2.56931818181818,1.99204545454545,2.41022727272727,2.18409090909091,4.3,2.11590909090909,440
"1593","Anheuser-Busch","Budweiser Select 55",2.22641509433962,1.75943396226415,2.24056603773585,1.86792452830189,2.4,1.77830188679245,106
"1594","Anheuser-Busch","Budweister 66",1.25,1.25,1.75,1,4,1,2
"1595","Anheuser-Busch","Burnin' Helles",3.5,3.29166666666667,3.5,3.5,6.3,3.54166666666667,12
"1596","Anheuser-Busch","Busch Beer",2.47593582887701,1.90106951871658,2.13101604278075,2.12566844919786,4.6,2.09090909090909,374
"1597","Anheuser-Busch","Busch Ice",2.18292682926829,1.97560975609756,2.21951219512195,2.19512195121951,5.9,1.91463414634146,41
"1598","Anheuser-Busch","Busch Light",2.44662921348315,1.74719101123595,1.93679775280899,2.01825842696629,4.1,1.8623595505618,356
"1599","Anheuser-Busch","Busch NA",2.45588235294118,2.25,2.70588235294118,2.44117647058824,0.5,2.42647058823529,34
"1600","Anheuser-Busch","Demon's Hop Yard IPA",3.65625,3.3125,3.65625,3.28125,6.4,3.28125,16
"1601","Anheuser-Busch","Hurricane",2.40140845070423,2.07746478873239,2.53521126760563,2.38732394366197,5.9,2.1830985915493,71
"1602","Anheuser-Busch","Hurricane High Gravity Lager",2.61153846153846,2.4,2.98076923076923,2.69615384615385,8.1,2.54615384615385,130
"1603","Anheuser-Busch","Hurricane Ice",2.4,1.7,2.8,2.5,7.5,2.3,5
"1604","Anheuser-Busch","Jack's Pumpkin Spice Ale",3.23214285714286,3.22527472527473,3.4271978021978,3.02884615384615,5.5,3.06318681318681,364
"1605","Anheuser-Busch","Killarney's Red Lager",2.5,2.44117647058824,2.67647058823529,2.29411764705882,5,2.35294117647059,17
"1606","Anheuser-Busch","King Cobra Premium Malt Liquor",2.4874213836478,2.05974842767296,2.39308176100629,2.34276729559748,6,2.21698113207547,159
"1607","Anheuser-Busch","Leaf Peeper Pils",3.375,3.125,3.75,3.625,8,3.5,4
"1608","Anheuser-Busch","Michelob (Original Lager)",3.16528925619835,2.59917355371901,2.92699724517906,2.82231404958678,5,2.85674931129477,363
"1609","Anheuser-Busch","Michelob Amber Bock",3.13352685050798,2.67634252539913,3.17924528301887,2.79825834542816,5.2,2.8367198838897,689
"1610","Anheuser-Busch","Michelob Bavarian Style Wheat",3.63805970149254,3.55223880597015,3.40671641791045,3.35074626865672,5.2,3.52238805970149,134
"1611","Anheuser-Busch","Michelob Black & Tan",2.6530612244898,2.6530612244898,3.13265306122449,2.59183673469388,5,2.63265306122449,49
"1612","Anheuser-Busch","Michelob Celebrate Cherry Lager",2.65909090909091,3.25,3.45454545454545,3.06818181818182,8.5,2.79545454545455,22
"1613","Anheuser-Busch","Michelob Celebrate Chocolate Lager",2.53636363636364,2.93636363636364,3.12727272727273,2.85454545454545,8.5,2.69090909090909,55
"1614","Anheuser-Busch","Michelob Celebrate Vanilla Oak",2.4954128440367,3.21559633027523,3.22935779816514,2.80275229357798,10,2.68348623853211,109
"1615","Anheuser-Busch","Michelob Dark",1.75,1.875,2.25,1.875,5,1.625,4
"1616","Anheuser-Busch","Michelob DunkelWeisse",3.66734693877551,3.61224489795918,3.59387755102041,3.39591836734694,5.5,3.57142857142857,245
"1617","Anheuser-Busch","Michelob Ginger Wheat",3.5,3.28571428571429,3.45238095238095,3.35714285714286,5.2,3.4047619047619,21
"1618","Anheuser-Busch","Michelob Golden Draft",3.04838709677419,2.70967741935484,2.70967741935484,2.95161290322581,4.7,2.82258064516129,31
"1619","Anheuser-Busch","Michelob Golden Draft Light",2.66091954022989,2.02873563218391,2.35057471264368,2.2816091954023,4.1,2.22413793103448,87
"1620","Anheuser-Busch","Michelob Honey Lager",2.54140127388535,2.56050955414013,3.09235668789809,2.71337579617834,4.9,2.55095541401274,157
"1621","Anheuser-Busch","Michelob Honey Wheat Ale",2.85869565217391,2.95652173913043,2.89130434782609,2.91304347826087,5.6,2.90217391304348,46
"1622","Anheuser-Busch","Michelob Hop Hound Amber Wheat",3.22405660377358,2.92688679245283,3.42452830188679,3.05188679245283,5.3,2.99056603773585,212
"1623","Anheuser-Busch","Michelob Irish Red",3.46218487394958,3.39495798319328,3.65126050420168,3.2563025210084,5.7,3.33613445378151,119
"1624","Anheuser-Busch","Michelob Light",2.70833333333333,2.20098039215686,2.45833333333333,2.36764705882353,4.3,2.35539215686275,204
"1625","Anheuser-Busch","Michelob Marzen",3.22489082969432,2.81222707423581,3.22052401746725,3.05021834061135,5.1,2.92794759825327,229
"1626","Anheuser-Busch","Michelob Pale Ale",3.29545454545455,3.03030303030303,3.44886363636364,3.09090909090909,5.5,3.05871212121212,264
"1627","Anheuser-Busch","Michelob Porter",3.58823529411765,3.32525951557093,3.6522491349481,3.28546712802768,5.9,3.3961937716263,289
"1628","Anheuser-Busch","Michelob Pumpkin Spice Ale",2.79166666666667,3.08333333333333,3.25,2.75,5.5,2.83333333333333,12
"1629","Anheuser-Busch","Michelob Rye P.A.",3.71818181818182,3.44545454545455,3.85454545454545,3.59090909090909,5.9,3.58181818181818,55
"1630","Anheuser-Busch","Michelob Ultra",2.15965583173996,1.68451242829828,1.82791586998088,1.80305927342256,4.2,1.69502868068834,523
"1631","Anheuser-Busch","Michelob Ultra Amber",2.72292993630573,2.34394904458599,2.78662420382166,2.35031847133758,4.2,2.40445859872611,157
"1632","Anheuser-Busch","Michelob Ultra Dragon Fruit Peach",1.97058823529412,2.38235294117647,2.29411764705882,2.11764705882353,4,2.02941176470588,17
"1633","Anheuser-Busch","Michelob Ultra Lime Cactus",2.6978021978022,2.43406593406593,2.38461538461538,2.29120879120879,4.2,2.35714285714286,91
"1634","Anheuser-Busch","Michelob Ultra Pomegranate Raspberry",2.28977272727273,2.35795454545455,2.28409090909091,2.09090909090909,4.2,2.09659090909091,88
"1635","Anheuser-Busch","Michelob Ultra Tuscan Orange Grapefruit",2.3695652173913,2.30434782608696,2.28260869565217,2.06521739130435,4.2,2.19565217391304,46
"1636","Anheuser-Busch","Mule Kick Oatmeal Stout",3.85,2.85,4,3.4,5.9,3.85,10
"1637","Anheuser-Busch","Natty Daddy",2.75,2.8125,2.96875,2.59375,8,2.625,16
"1638","Anheuser-Busch","Natty Up",2,2,1.5,1.5,6,1.5,1
"1639","Anheuser-Busch","Natural Ice",2.33916083916084,1.81993006993007,2.13636363636364,2.11538461538462,5.9,1.94230769230769,286
"1640","Anheuser-Busch","Natural Light",2.52161654135338,1.68609022556391,1.84398496240601,1.92763157894737,4.2,1.82424812030075,532
"1641","Anheuser-Busch","O'Doul's",2.52877697841727,2.2410071942446,2.48920863309353,2.34892086330935,0.5,2.28776978417266,139
"1642","Anheuser-Busch","O'Doul's Amber",2.44117647058824,2.31372549019608,2.94117647058824,2.37254901960784,0.5,2.33823529411765,102
"1643","Anheuser-Busch","Redbridge",2.92780748663102,2.90106951871658,3.24866310160428,2.90909090909091,4,2.88770053475936,187
"1644","Anheuser-Busch","Shock Top Belgian White",3.25042735042735,2.9991452991453,3.24529914529915,3.04188034188034,5.2,3.03076923076923,585
"1645","Anheuser-Busch","Shock Top Pumpkin Wheat",3.11965811965812,3.3034188034188,3.42307692307692,3.02136752136752,5.2,3.09401709401709,117
"1646","Anheuser-Busch","Shock Top Raspberry Wheat",2.83088235294118,3.02941176470588,3.22794117647059,2.93382352941176,5.2,2.73529411764706,68
"1647","Anheuser-Busch","Skipjack Amber",2.90909090909091,2.68181818181818,2.90909090909091,2.81818181818182,5.5,2.86363636363636,11
"1648","Anheuser-Busch","Spring Heat Spiced Wheat",3.2952380952381,3.12380952380952,3.31904761904762,3.14761904761905,5.2,3.05714285714286,105
"1649","Anheuser-Busch","Stone Face Ale",4.25,3.5,4,4,6.7,4,2
"1650","Anheuser-Busch","Tarpon Spoon",3.6,3,3.3,3.4,5.5,3.7,5
"1651","Anheuser-Busch","Tequiza",1.94505494505495,1.89010989010989,1.98901098901099,1.86263736263736,4.5,1.73626373626374,91
"1652","Anheuser-Busch","UC Davis Centennial Celebration Oktoberfest",3,3,3,2.5,5.9,2.5,1
"1653","Anheuser-Busch","Wild Blue (Blueberry Lager)",1.92427385892116,2.35373443983402,2.50829875518672,2.12863070539419,8,1.96161825726141,482
"1654","Anheuser-Busch","Winter's Bourbon Cask Ale",2.83399209486166,2.96343873517787,3.29841897233202,2.83300395256917,6,2.7598814229249,506
"1655","Anheuser-Busch","ZiegenBock Amber",3.0702479338843,2.64876033057851,3.1198347107438,2.82644628099174,4,2.78925619834711,121
"1656","Ankerbräu Nördlingen","Daniel-Trunk",3.5,3,2.5,3,5.8,3,1
"1657","Ankerbräu Nördlingen","Dunkel Export",4,3.75,3.75,3.75,5.2,3.75,2
"1658","Ankerbräu Nördlingen","Edel Tropfen",3.25,3.25,3.5,3.25,5.5,3,2
"1659","Ankerbräu Nördlingen","Grandl",3.85714285714286,3.64285714285714,3.64285714285714,3.57142857142857,4.8,3.64285714285714,7
"1660","Ankerbräu Nördlingen","Nördlingen Premium Pils",3.5,2.5,2.5,2.5,4.7,3,1
"1661","Ankerbräu Nördlingen","Rieser Dunkles Weizen",3,4,4,2.5,5.5,2.5,1
"1662","Ankerbräu Nördlingen","Rieser Kristall-Weizen",4.3,3.8,3.5,3.7,5.5,4,5
"1663","Ankerbrauerei Nagold GmbH","Real American Porter (for The Weeping Radish Brewery)",3,3,3,3,6.5,2.5,1
"1664","Antarctica (Companhia Brasileira De Bebidas)","Antarctica Chopp Claro",1,1,2,1,5,1.5,1
"1665","Antarctica (Companhia Brasileira De Bebidas)","Antarctica Pilsen",2.79411764705882,2.08823529411765,2.70588235294118,2.55882352941176,5,2.44117647058824,17
"1666","Antarctica (Companhia Brasileira De Bebidas)","Antarctica Pilsen Extra",2,2,3,2,5.5,2.5,1
"1667","Antarctica (Companhia Brasileira De Bebidas)","Bohemia",3.20454545454545,2.61363636363636,3,3.04545454545455,5,2.97727272727273,22
"1668","Antarctica (Companhia Brasileira De Bebidas)","Bohemia Confraria",2.5,2.75,2.25,2.75,6.2,2.75,2
"1669","Antarctica (Companhia Brasileira De Bebidas)","Bohemia Escura",3.4375,2.6875,3.125,3.125,5,2.9375,8
"1670","Antarctica (Companhia Brasileira De Bebidas)","Bohemia Oaken",2.5,2,4,2.5,6,2.5,1
"1671","Antarctica (Companhia Brasileira De Bebidas)","Kronenbier",1,1,1.5,1.25,0.5,1,2
"1672","Antarctica (Companhia Brasileira De Bebidas)","Malzbier",1.8125,2.75,3.625,2.5,4,2.3125,8
"1673","Antarctica (Companhia Brasileira De Bebidas)","Original",2.9,2.5,3.1,2.9,5,2.9,5
"1674","Antarctica (Companhia Brasileira De Bebidas)","Polar Export",2,2,3.5,1.5,5.07,2,1
"1675","Antarctica (Companhia Brasileira De Bebidas)","Serramalte",3,2.5,3.5,3,5.5,3,2
"1676","Antares","Antares Barleywine",3.46428571428571,3.39285714285714,3.53571428571429,3.53571428571429,10,3.42857142857143,14
"1677","Antares","Antares X",4,4.5,4,4.5,10,4,1
"1678","Antares","Cream Stout",3.75,3.25,3.75,3,7,3.5,2
"1679","Antares","Honey Beer",2.75,3,3.5,3.25,7.5,3.25,2
"1680","Antares","Imperial Stout",3.83333333333333,3.77777777777778,3.72222222222222,3.66666666666667,8.5,3.88888888888889,9
"1681","Antares","Kolsch",3.4,3.4,3.2,3.3,5,3.3,5
"1682","Antares","Porter",3.75,3.6,3.9,3.4,5.5,3.75,10
"1683","Antares","Scotch",3.27777777777778,3.44444444444444,3.5,3.16666666666667,6,3.16666666666667,9
"1684","Antares","Simpatico",2.97222222222222,3.22222222222222,3.47222222222222,3.25,10,2.97222222222222,18
"1685","Antigua Brewery Ltd.","Wadadli",3.61111111111111,2.66666666666667,3.16666666666667,3.05555555555556,4.8,3.27777777777778,9
"1686","Anxanum Brewing Company","Anxa El Rey",2.5,2.5,2.5,2,5.3,2,1
"1687","Anxanum Brewing Company","Anxa Golden Ale",3,3,2.5,2.5,5.6,2.5,1
"1688","Anxanum Brewing Company","Anxa Indian Pale Ale",2.5,3,3.5,2,5.6,2,1
"1689","AO Susyndar","S&X",2,1.5,2.5,2.5,4.5,2,1
"1690","Aotearoa Breweries NZ Ltd.","Mata Feijoa",3,3.5,3.16666666666667,2.66666666666667,4.5,2.83333333333333,3
"1691","Aotearoa Breweries NZ Ltd.","Mata Manuka",3.33333333333333,3.66666666666667,3.33333333333333,3.66666666666667,5,3.33333333333333,3
"1692","Apatinska Pivara A.D.","Apatinska Svetlo Pivo",2.75,3,2.75,2.25,4.7,2.25,2
"1693","Apatinska Pivara A.D.","Jelen Belo Pivo",3,3,1.5,3,5,3.5,1
"1694","Apatinska Pivara A.D.","Jelen Fresh Limun",3.5,2.5,3,2.5,2,3.5,1
"1695","Apatinska Pivara A.D.","Jelen Svetlo Pivo",2.95,2.55,2.7,2.725,5,2.725,20
"1696","Apatinska Pivara A.D.","Niksicko Pivo",2.73076923076923,2.73076923076923,2.84615384615385,2.5,5,2.73076923076923,13
"1697","Apatinska Pivara A.D.","Niksicko Tamno",3.08333333333333,2.75,3.08333333333333,2.91666666666667,6.2,3.08333333333333,6
"1698","Appalachian Brewing Company","Abbey Roade",3.5,3.71052631578947,3.55263157894737,3.47368421052632,6.4,3.5,19
"1699","Appalachian Brewing Company","ABC ESB",4,4,3.9,3.8,4.9,4,5
"1700","Appalachian Brewing Company","Anniversary Mai Bock",3.75,3.775,3.975,3.7,7.5,3.875,20
"1701","Appalachian Brewing Company","Appalachian Dunkelweizen",3.5,3.75,4.25,4,5.5,3.75,2
"1702","Appalachian Brewing Company","Barrel Aged Pennypacker Porter",2,3,3.5,2,5.4,2,1
"1703","Appalachian Brewing Company","Batch 666",3.8125,3.625,3.875,3.83333333333333,7.7,3.75,24
"1704","Appalachian Brewing Company","Black IPA",3,3.5,3.5,3.5,6.5,3.5,1
"1705","Appalachian Brewing Company","Broad Street Barley Wine",3.97674418604651,3.83720930232558,3.90697674418605,4.02325581395349,8.7,4.02325581395349,43
"1706","Appalachian Brewing Company","Celtic Knot (Single-Malt Scotch French Oak)",3.5,4,4,4,4.8,3.5,1
"1707","Appalachian Brewing Company","Celtic Knot Irish Red Ale",3.58333333333333,3.29166666666667,3.70833333333333,3.375,4.8,3.54166666666667,12
"1708","Appalachian Brewing Company","Cervesa Limon",2.5,2,3.16666666666667,3.16666666666667,4,2,3
"1709","Appalachian Brewing Company","Chocolate Cherry Porter",3.7,3.8,3.9,3.7,5.4,3.7,5
"1710","Appalachian Brewing Company","Dom Blonde Kölsch",4.07692307692308,3.53846153846154,3.53846153846154,3.53846153846154,5,3.84615384615385,13
"1711","Appalachian Brewing Company","Espresso Stout",3.71428571428571,3.71428571428571,3.78571428571429,3.64285714285714,4.5,3.85714285714286,7
"1712","Appalachian Brewing Company","Fog Of War Imperial Stout",4,4,3.83333333333333,3.83333333333333,7.2,4,3
"1713","Appalachian Brewing Company","Golden Toos",3.875,3.875,3.875,3.8125,9,3.875,8
"1714","Appalachian Brewing Company","Grinnin' Grizzly Spiced Ale",3.64634146341463,3.60975609756098,3.6219512195122,3.65853658536585,5.5,3.65853658536585,41
"1715","Appalachian Brewing Company","Hinterland Hefe Weizen",3.98,4.12,3.94,3.9,5.3,4.08,25
"1716","Appalachian Brewing Company","Hoppy Trails IPA",3.76190476190476,3.69642857142857,3.80952380952381,3.63095238095238,6,3.69047619047619,84
"1717","Appalachian Brewing Company","Imperial Pilsner",2,3.5,3.5,3,7.68,2,1
"1718","Appalachian Brewing Company","IPA (dry-hopped With Amarillo Hops)",4.5,4,4.5,4.5,6,3.5,1
"1719","Appalachian Brewing Company","IPAone (Nugget)",4,3.5,3.5,3.5,7.57,3.5,1
"1720","Appalachian Brewing Company","IPAthree (Cascade)",4,4.5,3.5,3.5,7.57,4,1
"1721","Appalachian Brewing Company","IPAtwo (Summit)",4,4.5,3.5,3.5,7.57,4,1
"1722","Appalachian Brewing Company","Jolly Scot Scottish Ale",3.71825396825397,3.57142857142857,3.73809523809524,3.48412698412698,5.2,3.63492063492063,126
"1723","Appalachian Brewing Company","Karma California Common",4,3.75,4,4,5.55,4,2
"1724","Appalachian Brewing Company","Kipona Fest",3.86206896551724,3.55172413793103,3.81034482758621,3.60344827586207,4.9,3.62068965517241,29
"1725","Appalachian Brewing Company","Koning De Quad",3.9,4,4,3.6,11.41,4,5
"1726","Appalachian Brewing Company","Mad Cameron Belgian White",3.58333333333333,3.58333333333333,3.66666666666667,3.66666666666667,5.2,3.66666666666667,6
"1727","Appalachian Brewing Company","Major Hops Olde Ale",3.55555555555556,3.72222222222222,3.55555555555556,3.72222222222222,7,3.61111111111111,9
"1728","Appalachian Brewing Company","Montbello Farm Dubbel",3.4,3.5,3.7,3.3,7.79,3.4,5
"1729","Appalachian Brewing Company","Mountain Lager",3.74117647058824,3.28823529411765,3.58823529411765,3.44705882352941,4.5,3.47058823529412,85
"1730","Appalachian Brewing Company","Oak Aged Broad Street Barleywine",3.5,3.875,4,4.125,12.8,4.125,4
"1731","Appalachian Brewing Company","Outta Focus Double IPA",3.44117647058824,3.23529411764706,3.85294117647059,3.5,8,3.52941176470588,17
"1732","Appalachian Brewing Company","Pennypacker Porter",3.98275862068966,3.81034482758621,4.01724137931035,3.86206896551724,5.4,3.89655172413793,29
"1733","Appalachian Brewing Company","Peregrine Pilsner",4.16,3.62,3.88,3.78,4.7,3.94,25
"1734","Appalachian Brewing Company","Pumpkin Mash Ale",2.5,2.75,3.25,3,8,2.75,2
"1735","Appalachian Brewing Company","Purist Pale Ale",3.73780487804878,3.4390243902439,3.6219512195122,3.54878048780488,4.8,3.59146341463415,82
"1736","Appalachian Brewing Company","Ragged Edge Espresso Stout",3.5,4,3.75,3.25,4.6,3.5,2
"1737","Appalachian Brewing Company","Raspberry Imperial Stout",3.25,3.375,3.75,3.25,10,3.25,4
"1738","Appalachian Brewing Company","Rauchbock",3.54166666666667,3.58333333333333,3.95833333333333,3.45833333333333,7,3.5,12
"1739","Appalachian Brewing Company","Riverside Red",4.08333333333333,3.66666666666667,4.25,4.16666666666667,4.8,4.25,6
